2015Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Petersham,02340000,"           $1,841,041.00",             115.8,"              $15,898.45","           $1,891,041.00",             125.8,"              $15,032.12",
Pioneer Valley,07500000,"          $13,518,557.00",             873.4,"              $15,478.08","          $14,499,317.00",             942.4,"              $15,385.52",
Pittsfield,02360000,"          $85,450,790.00","           5,781.5","              $14,780.04","          $93,439,283.00","           6,462.0","              $14,459.81",
Plainville,02380000,"          $10,072,043.00",             733.9,"              $13,724.00","          $11,038,030.00",             758.7,"              $14,548.61",
Plymouth,02390000,"         $111,686,605.00","           7,700.4","              $14,504.00","         $125,135,832.00","           8,378.9","              $14,934.64",
Plympton,02400000,"           $2,928,459.00",             217.9,"              $13,439.46","           $3,778,225.00",             233.7,"              $16,166.99",
Provincetown,02420000,"           $4,351,212.00",             112.2,"              $38,780.85","           $5,396,344.00",             176.9,"              $30,505.05",
Quabbin,07530000,"          $32,595,578.00","           2,445.2","              $13,330.43","          $36,340,071.00","           2,603.7","              $13,957.09",
Quaboag Regional,07780000,"          $16,620,375.00","           1,382.2","              $12,024.58","          $17,794,713.00","           1,481.3","              $12,012.90",
Quincy,02430000,"         $132,524,270.00","           9,044.4","              $14,652.63","         $148,372,695.00","           9,260.2","              $16,022.62",
Ralph C Mahar,07550000,"          $11,094,585.00",             811.2,"              $13,676.76","          $13,511,009.00",             918.4,"              $14,711.46",
Randolph,02440000,"          $45,113,634.00","           2,967.0","              $15,205.13","          $54,863,923.00","           3,418.1","              $16,051.00",
Reading,02460000,"          $51,406,217.00","           4,375.7","              $11,748.11","          $55,816,801.00","           4,458.3","              $12,519.75",
Revere,02480000,"          $91,876,780.00","           6,976.9","              $13,168.71","         $103,002,322.00","           7,271.4","              $14,165.40",
Richmond,02490000,"           $3,264,507.00",             158.5,"              $20,596.26","           $3,839,275.00",             216.3,"              $17,749.77",
Rochester,02500000,"           $6,346,493.00",             475.5,"              $13,346.99","           $6,772,343.00",             494.5,"              $13,695.33",
Rockland,02510000,"          $29,401,559.00","           2,260.5","              $13,006.66","          $32,446,919.00","           2,394.8","              $13,548.91",
Rockport,02520000,"          $14,654,716.00",             956.7,"              $15,317.98","          $16,253,852.00","           1,007.8","              $16,128.05",
Rowe,02530000,"           $1,476,206.00",              65.8,"              $22,434.74","           $1,932,828.00",             100.8,"              $19,174.88",
Salem,02580000,"          $72,650,974.00","           4,134.4","              $17,572.31","          $84,553,104.00","           5,004.6","              $16,895.08",
Sandwich,02610000,"          $40,819,989.00","           2,869.5","              $14,225.47","          $47,804,211.00","           3,184.3","              $15,012.47",
Saugus,02620000,"          $37,211,599.00","           2,698.6","              $13,789.22","          $41,496,144.00","           2,929.3","              $14,165.89",
Savoy,02630000,"             $853,677.00",              38.4,"              $22,231.17","           $1,229,405.00",              82.8,"              $14,847.89",
Scituate,02640000,"          $40,040,412.00","           3,071.1","              $13,037.81","          $43,114,918.00","           3,126.2","              $13,791.48",
Seekonk,02650000,"          $25,645,720.00","           1,955.3","              $13,116.00","          $28,984,017.00","           2,004.3","              $14,460.92",
Sharon,02660000,"          $51,393,899.00","           3,515.6","              $14,618.81","          $54,939,811.00","           3,567.3","              $15,400.95",
Shawsheen Valley Regional Vocational Technical,08710000,"          $26,682,125.00","           1,367.7","              $19,508.76","          $26,799,891.00","           1,388.7","              $19,298.55",
Sherborn,02690000,"           $6,410,291.00",             389.0,"              $16,478.90","           $7,676,749.00",             393.0,"              $19,533.71",
Shrewsbury,02710000,"          $70,288,791.00","           5,868.2","              $11,977.91","          $81,796,207.00","           6,221.5","              $13,147.35",
Shutesbury,02720000,"           $2,437,288.00",             155.9,"              $15,633.66","           $2,616,302.00",             164.9,"              $15,865.99",
Silver Lake,07600000,"          $26,592,383.00","           1,877.0","              $14,167.49","          $26,983,281.00","           1,919.6","              $14,056.72",
Somerset,02730000,"          $22,223,628.00","           1,825.9","              $12,171.33","          $25,030,561.00","           1,876.5","              $13,338.96",
Somerset Berkley Regional School District,07630000,"          $13,334,501.00",             926.3,"              $14,395.45","          $14,440,857.00",             955.7,"              $15,110.24",
Somerville,02740000,"          $84,687,272.00","           4,846.8","              $17,472.82","          $98,400,400.00","           5,416.9","              $18,165.45",
South Hadley,02780000,"          $25,795,000.00","           1,854.5","              $13,909.41","          $29,432,889.00","           2,090.7","              $14,078.01",
South Middlesex Regional Vocational Technical,08290000,"          $17,422,414.00",             676.4,"              $25,757.56","          $17,422,414.00",             676.4,"              $25,757.56",
South Shore Regional Vocational Technical,08730000,"          $11,935,819.00",             589.2,"              $20,257.67","          $11,940,819.00",             590.2,"              $20,231.82",
Southampton,02750000,"           $5,162,079.00",             536.1,"               $9,628.95","           $6,327,506.00",             588.9,"              $10,744.62",
Southborough,02760000,"          $21,198,351.00","           1,323.9","              $16,012.05","          $23,067,350.00","           1,352.1","              $17,060.39",
Southbridge,02770000,"          $30,471,382.00","           2,237.5","              $13,618.49","          $34,433,713.00","           2,512.9","              $13,702.78",
Southeastern Regional Vocational Technical,08720000,"          $27,594,341.00","           1,376.4","              $20,048.20","          $27,621,522.00","           1,380.4","              $20,009.80",
Southern Berkshire,07650000,"          $16,201,403.00",             765.9,"              $21,153.42","          $17,110,328.00",             903.1,"              $18,946.22",
Southern Worcester County Regional Vocational Technical,08760000,"          $19,725,658.00","           1,082.5","              $18,222.32","          $19,899,772.00","           1,112.9","              $17,881.01",
Southwick-Tolland-Granville Regional School District,07660000,"          $21,144,297.00","           1,636.9","              $12,917.28","          $23,498,616.00","           1,756.6","              $13,377.33",
Spencer-E Brookfield,07670000,"          $20,404,672.00","           1,673.2","              $12,195.00","          $24,261,252.00","           1,905.7","              $12,730.89",
Springfield,02810000,"         $380,007,148.00","          25,100.9","              $15,139.18","         $436,936,351.00","          29,075.2","              $15,027.78",
Stoneham,02840000,"          $31,239,774.00","           2,267.6","              $13,776.58","          $36,415,577.00","           2,437.5","              $14,939.72",
Stoughton,02850000,"          $47,162,401.00","           3,660.1","              $12,885.55","          $51,575,623.00","           3,815.5","              $13,517.40",
Sturbridge,02870000,"          $11,191,821.00",             982.4,"              $11,392.33","          $12,457,431.00",             991.7,"              $12,561.69",
Sudbury,02880000,"          $40,433,350.00","           2,853.9","              $14,167.75","          $42,668,677.00","           2,900.7","              $14,709.79",
Sunderland,02890000,"           $2,911,275.00",             204.3,"              $14,250.00","           $3,038,928.00",             229.1,"              $13,264.64",
Sutton,02900000,"          $18,079,182.00","           1,502.3","              $12,034.34","          $19,123,593.00","           1,540.9","              $12,410.66",
Swampscott,02910000,"          $31,765,504.00","           2,234.9","              $14,213.39","          $34,437,869.00","           2,281.4","              $15,095.06",
Swansea,02920000,"          $26,381,787.00","           2,085.5","              $12,650.10","          $27,339,036.00","           2,125.5","              $12,862.40",
Tantasqua,07700000,"          $23,420,423.00","           1,763.7","              $13,279.14","          $23,708,081.00","           1,818.6","              $13,036.45",
Taunton,02930000,"          $90,608,084.00","           7,941.2","              $11,409.87","         $100,200,405.00","           8,172.7","              $12,260.38",
Tewksbury,02950000,"          $48,999,854.00","           3,625.0","              $13,517.20","          $56,271,988.00","           3,822.9","              $14,719.71",
Tisbury,02960000,"           $7,926,097.00",             372.2,"              $21,295.26","           $8,850,891.00",             444.6,"              $19,907.54",
Topsfield,02980000,"           $9,451,503.00",             606.9,"              $15,573.41","           $9,652,793.00",             612.5,"              $15,759.66",
Tri County Regional Vocational Technical,08780000,"          $18,549,779.00","           1,041.8","              $17,805.51","          $18,549,779.00","           1,041.8","              $17,805.51",
Triton,07730000,"          $38,989,903.00","           2,705.8","              $14,409.75","          $43,396,918.00","           2,895.7","              $14,986.68",
Truro,03000000,"           $4,018,650.00",             124.9,"              $32,174.94","           $5,989,408.00",             230.9,"              $25,939.40",
Tyngsborough,03010000,"          $22,216,053.00","           1,725.0","              $12,878.87","          $24,650,355.00","           1,869.6","              $13,184.83",
Up-Island Regional,07740000,"           $9,742,422.00",             352.2,"              $27,661.62","          $11,031,806.00",             410.1,"              $26,900.28",
Upper Cape Cod Regional Vocational Technical,08790000,"          $15,122,778.00",             706.5,"              $21,405.21","          $15,142,778.00",             710.5,"              $21,312.85",
Uxbridge,03040000,"          $23,159,159.00","           1,818.9","              $12,732.51","          $26,227,739.00","           2,056.2","              $12,755.44",
Wachusett,07750000,"          $79,862,593.00","           7,329.2","              $10,896.50","          $87,050,803.00","           7,545.2","              $11,537.24",
Wakefield,03050000,"          $43,916,827.00","           3,416.9","              $12,852.83","          $48,100,993.00","           3,537.3","              $13,598.22",
Wales,03060000,"           $1,970,034.00",             164.7,"              $11,961.35","           $2,307,886.00",             181.7,"              $12,701.63",
Walpole,03070000,"          $52,203,401.00","           3,911.2","              $13,347.16","          $56,123,432.00","           3,986.7","              $14,077.67",
Waltham,03080000,"          $99,876,860.00","           5,265.7","              $18,967.44","         $108,683,351.00","           5,450.4","              $19,940.44",
Ware,03090000,"          $16,337,418.00","           1,213.1","              $13,467.50","          $18,529,593.00","           1,402.9","              $13,208.06",
Wareham,03100000,"          $37,556,643.00","           2,625.3","              $14,305.66","          $42,102,043.00","           2,890.3","              $14,566.67",
Watertown,03140000,"          $47,310,639.00","           2,555.2","              $18,515.43","          $54,482,679.00","           2,706.0","              $20,134.03",
Wayland,03150000,"          $44,980,288.00","           2,662.7","              $16,892.74","          $47,903,344.00","           2,713.7","              $17,652.41",
Webster,03160000,"          $25,150,749.00","           1,857.8","              $13,537.92","          $28,469,643.00","           2,036.9","              $13,976.95",
Wellesley,03170000,"          $84,951,100.00","           5,022.0","              $16,915.79","          $92,638,098.00","           5,094.1","              $18,185.37",
Wellfleet,03180000,"           $3,222,326.00",             109.9,"              $29,320.53","           $3,404,023.00",             128.1,"              $26,573.17",
West Boylston,03220000,"          $12,796,571.00",             916.6,"              $13,960.91","          $15,386,867.00","           1,047.5","              $14,689.13",
West Bridgewater,03230000,"          $14,383,264.00","           1,293.8","              $11,117.07","          $15,630,767.00","           1,330.3","              $11,749.81",
West Springfield,03320000,"          $49,959,613.00","           4,015.9","              $12,440.45","          $55,590,506.00","           4,157.1","              $13,372.42",
Westborough,03210000,"          $48,909,193.00","           3,604.6","              $13,568.55","          $53,907,122.00","           3,655.8","              $14,745.64",
Westfield,03250000,"          $75,044,148.00","           5,572.7","              $13,466.39","          $78,417,348.00","           5,756.3","              $13,622.87",
Westford,03260000,"          $63,422,051.00","           5,100.2","              $12,435.21","          $67,798,033.00","           5,168.4","              $13,117.80",
Westhampton,03270000,"           $1,967,006.00",             144.4,"              $13,621.93","           $2,420,150.00",             166.8,"              $14,509.29",
Weston,03300000,"          $48,897,244.00","           2,240.3","              $21,826.20","          $51,693,261.00","           2,270.4","              $22,768.35",
Westport,03310000,"          $20,085,268.00","           1,580.6","              $12,707.37","          $21,924,504.00","           1,613.3","              $13,589.85",
Westwood,03350000,"          $49,217,901.00","           3,206.4","              $15,349.89","          $51,223,788.00","           3,231.1","              $15,853.36",
Weymouth,03360000,"          $84,045,544.00","           6,577.2","              $12,778.32","          $93,154,906.00","           6,812.0","              $13,675.12",
Whately,03370000,"           $2,245,705.00",             131.3,"              $17,103.62","           $2,416,502.00",             144.6,"              $16,711.63",
Whitman-Hanson,07800000,"          $44,791,810.00","           4,016.1","              $11,153.06","          $48,281,423.00","           4,125.5","              $11,703.17",
Whittier Regional Vocational Technical,08850000,"          $23,273,933.00","           1,272.1","              $18,295.68","          $23,353,264.00","           1,278.0","              $18,273.29",
Williamsburg,03400000,"           $2,233,550.00",             154.8,"              $14,428.62","           $2,875,936.00",             203.5,"              $14,132.36",
Williamstown,03410000,"           $6,402,140.00",             446.8,"              $14,328.87","           $6,639,773.00",             456.1,"              $14,557.71",
Wilmington,03420000,"          $48,418,275.00","           3,429.8","              $14,116.94","          $54,433,687.00","           3,511.4","              $15,501.99",
Winchendon,03430000,"          $18,378,400.00","           1,340.4","              $13,711.13","          $21,208,226.00","           1,530.7","              $13,855.25",
Winchester,03440000,"          $54,348,779.00","           4,488.2","              $12,109.26","          $58,361,393.00","           4,559.3","              $12,800.52",
Winthrop,03460000,"          $23,260,193.00","           1,920.4","              $12,112.16","          $24,584,798.00","           1,959.3","              $12,547.75",
Woburn,03470000,"          $68,742,713.00","           4,756.7","              $14,451.77","          $74,225,432.00","           4,896.7","              $15,158.26",
Worcester,03480000,"         $340,051,744.00","          25,025.6","              $13,588.16","         $388,759,582.00","          27,965.8","              $13,901.25",
Wrentham,03500000,"          $13,674,368.00","           1,039.9","              $13,149.70","          $14,134,031.00","           1,055.9","              $13,385.77",
State Totals,00000000,"      $13,184,437,710.00","         913,267.8","              $14,436.55","      $14,688,202,324.00","         983,004.1","              $14,942.16",
