2021Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Medway,01770000,"          $35,619,135.33","           2,073.3","              $17,179.92","          $39,196,348.88","           2,180.8","              $17,973.38",
Melrose,01780000,"          $52,635,969.48","           3,693.3","              $14,251.74","          $60,295,556.12","           4,015.4","              $15,016.08",
Mendon-Upton,07100000,"          $35,847,842.63","           2,158.2","              $16,610.07","          $39,995,081.30","           2,271.2","              $17,609.67",
Methuen,01810000,"          $91,104,644.48","           6,553.3","              $13,902.10","         $110,356,788.48","           6,939.4","              $15,902.93",
Middleborough,01820000,"          $45,539,031.15","           2,910.5","              $15,646.46","          $50,230,401.64","           3,100.9","              $16,198.65",
Middleton,01840000,"          $13,428,733.30",             677.2,"              $19,829.79","          $14,262,259.00",             689.2,"              $20,693.93",
Milford,01850000,"          $67,782,607.41","           4,204.8","              $16,120.29","          $76,061,436.41","           4,610.5","              $16,497.44",
Millbury,01860000,"          $28,397,296.00","           1,576.1","              $18,017.45","          $31,537,333.00","           1,665.3","              $18,937.93",
Millis,01870000,"          $20,997,006.00","           1,161.3","              $18,080.60","          $22,518,835.81","           1,221.4","              $18,436.91",
Milton,01890000,"          $68,108,300.16","           4,351.2","              $15,652.76","          $74,378,521.16","           4,412.7","              $16,855.56",
Minuteman Regional Vocational Technical,08300000,"          $20,991,677.00",             645.4,"              $32,525.07","          $21,048,943.00",             648.4,"              $32,462.90",
Mohawk Trail,07170000,"          $18,211,558.54",             729.6,"              $24,961.02","          $21,412,637.54",             916.0,"              $23,376.24",
Monomoy Regional School District,07120000,"          $37,371,207.61","           1,749.6","              $21,359.86","          $41,108,941.83","           1,978.9","              $20,773.63",
Monson,01910000,"          $16,160,314.00",             845.6,"              $19,111.06","          $18,343,196.00",             953.2,"              $19,243.81",
Montachusett Regional Vocational Technical,08320000,"          $30,995,262.31","           1,398.4","              $22,164.80","          $31,329,484.31","           1,447.2","              $21,648.34",
Mount Greylock,07150000,"          $22,586,580.07","           1,074.5","              $21,020.55","          $23,583,935.61","           1,132.9","              $20,817.31",
Mystic Valley Regional Charter (District),04700000,"          $24,393,134.00","           1,626.1","              $15,001.00","          $24,393,134.00","           1,626.1","              $15,001.00",
Nahant,01960000,"           $2,677,191.00",             151.9,"              $17,624.69","           $4,832,641.00",             267.7,"              $18,052.45",
Nantucket,01970000,"          $40,793,215.00","           1,636.9","              $24,921.02","          $41,751,570.00","           1,652.4","              $25,267.23",
Narragansett,07200000,"          $19,624,506.00","           1,331.0","              $14,744.18","          $22,018,292.00","           1,468.8","              $14,990.67",
Nashoba,07250000,"          $58,630,521.56","           3,080.6","              $19,032.18","          $62,640,033.95","           3,212.3","              $19,500.06",
Nashoba Valley Regional Vocational Technical,08520000,"          $15,019,151.08",             721.3,"              $20,822.34","          $15,077,875.08",             723.9,"              $20,828.67",
Natick,01980000,"          $84,613,578.39","           5,265.0","              $16,070.96","          $93,979,094.66","           5,402.1","              $17,396.77",
Nauset,06600000,"          $31,794,624.00","           1,407.4","              $22,591.04","          $35,952,163.08","           1,545.7","              $23,259.47",
Needham,01990000,"         $111,679,487.23","           5,531.0","              $20,191.55","         $119,127,012.65","           5,633.4","              $21,146.56",
Neighborhood House Charter (District),04440000,"          $17,160,653.00",             802.2,"              $21,392.79","          $17,160,653.00",             802.2,"              $21,392.79",
New Bedford,02010000,"         $218,329,882.33","          12,565.2","              $17,375.76","         $247,859,926.33","          14,196.0","              $17,459.84",
New Heights Charter School of Brockton (District),35130000,"          $13,207,517.43",             740.4,"              $17,839.32","          $13,207,517.43",             740.4,"              $17,839.32",
New Salem-Wendell,07280000,"           $3,141,594.24",             130.8,"              $24,018.30","           $3,207,414.24",             141.7,"              $22,635.25",
Newburyport,02040000,"          $40,472,141.33","           2,129.6","              $19,004.57","          $46,514,748.32","           2,328.5","              $19,976.27",
Newton,02070000,"         $270,427,954.00","          12,019.4","              $22,499.29","         $285,876,115.00","          12,200.7","              $23,431.12",
Norfolk,02080000,"          $16,692,493.00",             996.6,"              $16,749.44","          $17,187,978.00","           1,016.3","              $16,912.31",
Norfolk County Agricultural,09150000,"          $13,549,106.80",             572.7,"              $23,658.30","          $13,549,106.80",             572.7,"              $23,658.30",
North Adams,02090000,"          $25,593,831.00","           1,247.0","              $20,524.32","          $28,317,440.00","           1,455.1","              $19,460.82",
North Andover,02110000,"          $69,027,642.00","           4,537.0","              $15,214.38","          $74,850,240.00","           4,662.9","              $16,052.29",
North Attleborough,02120000,"          $55,700,811.00","           3,971.0","              $14,026.90","          $61,697,969.00","           4,207.2","              $14,664.85",
North Brookfield,02150000,"           $9,596,235.32",             519.7,"              $18,464.95","          $11,280,656.30",             657.3,"              $17,162.11",
North Middlesex,07350000,"          $49,136,646.93","           2,898.0","              $16,955.36","          $56,308,884.04","           3,089.7","              $18,224.71",
North Reading,02170000,"          $41,923,203.77","           2,329.2","              $17,998.97","          $45,061,423.93","           2,367.2","              $19,035.75",
Northampton,02100000,"          $45,375,243.87","           2,607.2","              $17,403.82","          $50,747,199.87","           2,880.7","              $17,616.27",
Northampton-Smith Vocational Agricultural,04060000,"          $12,308,819.46",             528.2,"              $23,303.33","          $12,308,819.46",             528.2,"              $23,303.33",
Northboro-Southboro,07300000,"          $25,934,602.93","           1,352.3","              $19,178.14","          $27,389,311.43","           1,384.3","              $19,785.68",
Northborough,02130000,"          $30,030,409.37","           1,538.1","              $19,524.35","          $32,922,161.29","           1,621.1","              $20,308.53",
Northbridge,02140000,"          $30,934,359.40","           1,916.5","              $16,141.07","          $35,763,231.69","           2,146.1","              $16,664.29",
Northeast Metropolitan Regional Vocational Technical,08530000,"          $28,019,005.96","           1,283.5","              $21,830.16","          $28,034,987.96","           1,284.5","              $21,825.60",
Northern Berkshire Regional Vocational Technical,08510000,"          $11,884,643.00",             470.1,"              $25,281.10","          $11,917,472.00",             475.8,"              $25,047.23",
Norton,02180000,"          $39,495,893.53","           2,376.2","              $16,621.45","          $44,865,011.59","           2,517.9","              $17,818.42",
Norwell,02190000,"          $35,097,731.79","           2,185.6","              $16,058.63","          $38,516,936.11","           2,233.3","              $17,246.65",
Norwood,02200000,"          $64,470,534.00","           3,410.9","              $18,901.33","          $72,620,105.42","           3,559.4","              $20,402.34",
Oak Bluffs,02210000,"          $10,946,480.67",             423.6,"              $25,841.55","          $11,921,175.67",             480.9,"              $24,789.30",
Old Colony Regional Vocational Technical,08550000,"          $12,755,549.61",             559.3,"              $22,806.28","          $12,770,549.61",             562.3,"              $22,711.27",
Old Rochester,07400000,"          $20,349,702.00","           1,129.5","              $18,016.56","          $20,564,161.00","           1,145.5","              $17,952.13",
Old Sturbridge Academy Charter Public School (District),35150000,"           $4,365,924.62",             279.4,"              $15,627.75","           $4,365,924.62",             279.4,"              $15,627.75",
Orange,02230000,"           $8,493,868.00",             468.9,"              $18,114.46","           $9,490,598.00",             545.8,"              $17,388.42",
Orleans,02240000,"           $5,586,787.00",             172.5,"              $32,387.17","           $5,909,513.00",             186.4,"              $31,703.40",
Oxford,02260000,"          $22,922,101.36","           1,459.8","              $15,702.22","          $25,951,604.23","           1,608.2","              $16,137.05",
Palmer,02270000,"          $20,680,359.60","           1,182.6","              $17,487.20","          $23,410,895.40","           1,334.0","              $17,549.40",
Pathfinder Regional Vocational Technical,08600000,"          $14,873,494.72",             604.0,"              $24,624.99","          $14,994,440.72",             615.0,"              $24,381.20",
Paulo Freire Social Justice Charter School (District),35010000,"           $5,108,009.00",             261.2,"              $19,556.68","           $5,108,009.00",             261.2,"              $19,556.68",
Peabody,02290000,"          $87,219,604.23","           5,784.7","              $15,077.64","          $97,722,590.60","           6,036.5","              $16,188.62",
Pelham,02300000,"           $2,218,180.00",             105.5,"              $21,025.40","           $2,258,292.00",             113.2,"              $19,949.58",
Pembroke,02310000,"          $40,949,576.78","           2,615.2","              $15,658.30","          $45,962,867.52","           2,796.6","              $16,435.27",
Pentucket,07450000,"          $36,907,383.00","           2,228.5","              $16,561.54","          $42,091,717.00","           2,347.3","              $17,931.97",
Petersham,02340000,"           $2,198,213.00",             121.4,"              $18,107.19","           $2,328,857.00",             127.3,"              $18,294.24",
Phoenix Academy Public Charter High School Lawrence (District),35180000,"           $2,868,421.99",             153.6,"              $18,677.05","           $2,868,421.99",             153.6,"              $18,677.05",
Phoenix Academy Public Charter High School Springfield (District),35080000,"           $3,394,037.00",             199.3,"              $17,026.37","           $3,394,037.00",             199.3,"              $17,026.37",
Phoenix Charter Academy (District),04930000,"           $4,483,800.00",             208.6,"              $21,495.76","           $4,483,800.00",             208.6,"              $21,495.76",
Pioneer Charter School of Science (District),04940000,"          $12,729,691.77",             791.6,"              $16,080.76","          $12,729,691.77",             791.6,"              $16,080.76",
Pioneer Charter School of Science II (PCSS-II) (District),35060000,"           $5,888,571.48",             361.1,"              $16,308.22","           $5,888,571.48",             361.1,"              $16,308.22",
Pioneer Valley,07500000,"          $13,838,382.92",             605.7,"              $22,846.93","          $15,593,771.40",             686.2,"              $22,724.82",
Pioneer Valley Chinese Immersion Charter (District),04970000,"          $10,010,778.30",             558.9,"              $17,912.21","          $10,010,778.30",             558.9,"              $17,912.21",
Pioneer Valley Performing Arts Charter Public (District),04790000,"           $7,129,412.43",             396.7,"              $17,972.70","           $7,129,412.43",             396.7,"              $17,972.70",
Pittsfield,02360000,"          $95,136,058.00","           4,972.0","              $19,134.36","         $106,680,409.00","           5,810.2","              $18,360.88",
Plainville,02380000,"          $10,790,371.00",             628.9,"              $17,157.53","          $12,175,755.00",             691.9,"              $17,597.56",
Plymouth,02390000,"         $133,819,842.22","           7,059.9","              $18,954.92","         $151,235,523.22","           7,730.7","              $19,562.98",
Plympton,02400000,"           $3,568,168.01",             214.9,"              $16,603.85","           $4,249,059.17",             225.1,"              $18,876.32",
Prospect Hill Academy Charter (District),04870000,"          $25,705,388.00","           1,106.3","              $23,236.30","          $25,705,388.00","           1,106.3","              $23,236.30",
Provincetown,02420000,"           $5,957,324.87",             132.8,"              $44,859.37","           $6,747,376.56",             163.3,"              $41,318.90",
Quabbin,07530000,"          $35,889,948.47","           2,103.5","              $17,062.01","          $40,014,119.34","           2,237.5","              $17,883.41",
Quaboag Regional,07780000,"          $19,826,125.43","           1,142.5","              $17,353.28","          $21,426,917.16","           1,261.7","              $16,982.58",
Quincy,02430000,"         $158,438,518.59","           9,459.2","              $16,749.67","         $178,178,396.47","           9,715.9","              $18,338.85",
Ralph C Mahar,07550000,"          $11,427,648.00",             619.6,"              $18,443.59","          $13,487,071.00",             721.9,"              $18,682.74",
Randolph,02440000,"          $53,028,547.30","           2,679.9","              $19,787.51","          $64,900,875.92","           3,338.7","              $19,438.97",
Reading,02460000,"          $61,756,386.00","           3,919.7","              $15,755.39","          $66,484,260.00","           4,001.2","              $16,616.08",
Revere,02480000,"         $109,609,568.65","           7,168.2","              $15,291.09","         $133,699,251.43","           7,861.2","              $17,007.49",
Richmond,02490000,"           $3,598,790.91",             151.4,"              $23,770.09","           $4,318,527.36",             191.5,"              $22,551.06",
Rising Tide Charter Public (District),04830000,"          $12,240,720.74",             668.1,"              $18,321.69","          $12,240,720.74",             668.1,"              $18,321.69",
River Valley Charter (District),04820000,"           $5,337,529.00",             287.9,"              $18,542.10","           $5,337,529.00",             287.9,"              $18,542.10",
Rochester,02500000,"           $7,685,676.00",             473.7,"              $16,224.78","           $8,309,892.00",             493.7,"              $16,831.87",
Rockland,02510000,"          $39,046,064.59","           2,163.9","              $18,044.30","          $43,829,404.76","           2,329.3","              $18,816.56",
Rockport,02520000,"          $17,371,673.00",             758.4,"              $22,905.69","          $20,066,277.00",             805.3,"              $24,917.77",
Rowe,02530000,"           $1,817,045.04",              63.0,"              $28,841.98","           $2,340,252.67",              84.7,"              $27,629.90",
Roxbury Preparatory Charter (District),04840000,"          $31,438,576.84","           1,601.1","              $19,636.10","          $31,438,576.84","           1,601.1","              $19,636.10",
Sabis International Charter (District),04410000,"          $21,442,099.98","           1,567.9","              $13,675.68","          $21,442,099.98","           1,567.9","              $13,675.68",
Salem,02580000,"          $77,975,211.71","           3,714.4","              $20,992.68","          $91,335,774.72","           4,363.7","              $20,930.81",
Salem Academy Charter (District),04850000,"           $9,499,225.42",             493.2,"              $19,262.34","           $9,499,225.42",             493.2,"              $19,262.34",
Sandwich,02610000,"          $48,149,456.00","           2,327.4","              $20,688.09","          $56,023,016.00","           2,636.8","              $21,246.59",
Saugus,02620000,"          $43,514,192.15","           2,453.7","              $17,734.11","          $50,963,563.23","           2,781.8","              $18,320.35",
Savoy,02630000,"           $1,144,630.50",              45.0,"              $25,436.23","           $1,382,283.50",              64.1,"              $21,564.49",
Scituate,02640000,"          $46,304,759.00","           2,823.4","              $16,400.35","          $50,826,693.00","           2,886.4","              $17,609.03",
Seekonk,02650000,"          $34,328,480.03","           2,045.0","              $16,786.54","          $37,162,171.03","           2,093.6","              $17,750.37",
Sharon,02660000,"          $63,812,827.61","           3,527.9","              $18,088.05","          $68,264,511.31","           3,599.7","              $18,963.94",
Shawsheen Valley Regional Vocational Technical,08710000,"          $31,910,205.00","           1,287.9","              $24,776.93","          $31,958,026.00","           1,294.9","              $24,679.92",
Sherborn,02690000,"           $7,940,065.00",             390.5,"              $20,333.07","           $8,574,934.00",             396.5,"              $21,626.57",
Shrewsbury,02710000,"          $86,409,471.04","           6,002.8","              $14,394.86","          $95,008,550.04","           6,250.5","              $15,200.15",
Shutesbury,02720000,"           $2,831,166.00",             113.0,"              $25,054.57","           $2,979,711.00",             129.0,"              $23,098.53",
Silver Lake,07600000,"          $31,992,176.86","           1,711.4","              $18,693.57","          $33,173,909.86","           1,806.4","              $18,364.65",
Sizer School: A North Central Charter Essential (District),04740000,"           $6,611,677.41",             368.4,"              $17,947.98","           $6,611,677.41",             368.4,"              $17,947.98",
Somerset,02730000,"          $26,782,718.64","           1,631.1","              $16,420.03","          $29,688,700.64","           1,693.1","              $17,535.11",
Somerset Berkley Regional School District,07630000,"          $15,110,145.57",             977.9,"              $15,451.63","          $17,917,557.57","           1,043.6","              $17,168.99",
Somerville,02740000,"         $102,808,380.56","           4,687.9","              $21,930.58","         $117,193,267.79","           5,155.9","              $22,729.93",
South Hadley,02780000,"          $27,420,578.24","           1,771.6","              $15,477.86","          $32,612,175.42","           2,034.0","              $16,033.52",
South Middlesex Regional Vocational Technical,08290000,"          $21,288,052.20",             800.4,"              $26,596.77","          $21,294,052.20",             801.6,"              $26,564.44",
South Shore Charter Public (District),04880000,"          $18,872,527.00","           1,008.1","              $18,721.63","          $18,872,527.00","           1,008.1","              $18,721.63",
South Shore Regional Vocational Technical,08730000,"          $14,195,043.00",             640.4,"              $22,165.90","          $14,195,043.00",             640.4,"              $22,165.90",
Southampton,02750000,"           $6,641,080.51",             453.5,"              $14,644.06","           $8,028,865.46",             525.5,"              $15,278.53",
Southborough,02760000,"          $25,126,096.18","           1,235.9","              $20,330.20","          $26,911,708.13","           1,267.5","              $21,232.12",
Southbridge,02770000,"          $36,636,012.23","           1,836.5","              $19,948.82","          $42,912,751.00","           2,227.9","              $19,261.52",
Southeastern Regional Vocational Technical,08720000,"          $30,910,784.00","           1,585.2","              $19,499.61","          $30,932,278.00","           1,587.6","              $19,483.67",
Southern Berkshire,07650000,"          $16,956,872.67",             641.5,"              $26,433.16","          $18,154,912.43",             777.8,"              $23,341.36",
Southern Worcester County Regional Vocational Technical,08760000,"          $23,988,477.00","           1,143.4","              $20,979.95","          $24,178,831.00","           1,174.9","              $20,579.48",
Southwick-Tolland-Granville Regional School District,07660000,"          $23,587,739.11","           1,391.7","              $16,948.87","          $25,795,864.50","           1,480.3","              $17,426.11",
Spencer-E Brookfield,07670000,"          $22,124,803.83","           1,325.8","              $16,687.89","          $27,906,345.24","           1,603.8","              $17,400.14",
Springfield,02810000,"         $461,156,621.50","          24,078.8","              $19,151.98","         $552,515,849.99","          29,638.0","              $18,642.14",
Springfield Preparatory Charter School (District),35100000,"           $6,283,395.38",             379.5,"              $16,556.60","           $6,283,395.38",             379.5,"              $16,556.60",
Stoneham,02840000,"          $40,105,981.10","           2,250.6","              $17,820.13","          $45,154,528.74","           2,439.1","              $18,512.78",
Stoughton,02850000,"          $60,208,102.12","           3,389.5","              $17,763.12","          $66,923,861.42","           3,611.6","              $18,530.25",
Sturbridge,02870000,"          $13,720,250.00",             808.0,"              $16,980.51","          $16,345,054.00",             841.9,"              $19,414.48",
Sturgis Charter Public (District),04890000,"          $14,101,297.00",             851.5,"              $16,561.31","          $14,101,297.00",             851.5,"              $16,561.31",
Sudbury,02880000,"          $49,674,913.00","           2,540.8","              $19,550.89","          $51,491,470.00","           2,580.4","              $19,954.84",
Sunderland,02890000,"           $4,314,345.20",             184.9,"              $23,333.40","           $4,442,084.20",             205.8,"              $21,584.47",
Sutton,02900000,"          $20,772,656.86","           1,259.2","              $16,496.71","          $22,403,958.90","           1,306.7","              $17,145.45",
Swampscott,02910000,"          $37,438,062.00","           2,109.4","              $17,748.20","          $41,948,214.00","           2,210.4","              $18,977.66",
Swansea,02920000,"          $30,160,522.94","           1,996.6","              $15,105.94","          $31,666,909.16","           2,061.4","              $15,361.85",
TEC Connections Academy Commonwealth Virtual School District,39020000,"          $26,735,926.22","           2,530.8","              $10,564.26","          $26,735,926.22","           2,530.8","              $10,564.26",
Tantasqua,07700000,"          $27,098,404.00","           1,761.7","              $15,381.96","          $27,587,131.00","           1,817.5","              $15,178.61",
Taunton,02930000,"         $118,343,856.33","           7,705.1","              $15,359.16","         $132,198,187.33","           8,140.3","              $16,239.97",
Tewksbury,02950000,"          $57,445,022.70","           3,239.0","              $17,735.42","          $65,390,127.04","           3,416.4","              $19,140.07",
Tisbury,02960000,"           $9,652,503.31",             288.0,"              $33,515.64","          $10,756,168.31",             363.4,"              $29,598.70",
Topsfield,02980000,"          $11,236,113.00",             590.9,"              $19,015.25","          $11,524,370.00",             597.2,"              $19,297.34",
Tri-County Regional Vocational Technical,08780000,"          $21,484,902.00",             958.5,"              $22,415.13","          $21,516,007.00",             960.5,"              $22,400.84",
Triton,07730000,"          $43,643,701.50","           2,144.2","              $20,354.31","          $48,594,657.00","           2,329.8","              $20,857.87",
Truro,03000000,"           $4,841,444.65",             112.3,"              $43,111.71","           $7,422,806.00",             230.2,"              $32,245.03",
Tyngsborough,03010000,"          $26,145,800.00","           1,554.3","              $16,821.59","          $30,101,641.00","           1,695.3","              $17,755.94",
UP Academy Charter School of Boston (District),04800000,"           $7,546,864.99",             351.4,"              $21,476.43","           $7,546,864.99",             351.4,"              $21,476.43",
UP Academy Charter School of Dorchester (District),35050000,"          $11,520,002.97",             687.0,"              $16,768.56","          $11,520,002.97",             687.0,"              $16,768.56",
Up-Island Regional,07740000,"          $12,024,434.86",             409.6,"              $29,356.53","          $13,257,857.86",             465.6,"              $28,474.78",
Upper Cape Cod Regional Vocational Technical,08790000,"          $18,956,280.09",             745.9,"              $25,413.97","          $18,988,780.09",             752.4,"              $25,237.61",
Uxbridge,03040000,"          $28,848,258.18","           1,608.2","              $17,938.23","          $32,777,926.20","           1,808.0","              $18,129.38",
Veritas Preparatory Charter School (District),04980000,"           $8,287,207.53",             410.9,"              $20,166.47","           $8,287,207.53",             410.9,"              $20,166.47",
Wachusett,07750000,"          $97,012,573.00","           6,575.7","              $14,753.19","         $106,988,118.60","           6,857.8","              $15,600.94",
Wakefield,03050000,"          $56,060,457.05","           3,314.1","              $16,915.74","          $61,749,978.78","           3,435.1","              $17,976.18",
Wales,03060000,"           $2,257,099.00",             127.4,"              $17,716.63","           $2,796,243.00",             143.8,"              $19,445.36",
Walpole,03070000,"          $60,216,679.73","           3,673.8","              $16,390.84","          $65,952,137.10","           3,791.4","              $17,395.19",
Waltham,03080000,"         $125,392,031.43","           5,440.4","              $23,048.31","         $132,618,179.43","           5,617.7","              $23,607.20",
Ware,03090000,"          $18,718,444.92","           1,119.5","              $16,720.36","          $20,979,417.00","           1,319.1","              $15,904.34",
Wareham,03100000,"          $39,943,403.79","           1,976.0","              $20,214.27","          $46,236,866.53","           2,343.6","              $19,728.99",
Watertown,03140000,"          $59,371,088.78","           2,479.6","              $23,943.82","          $67,177,223.88","           2,629.2","              $25,550.44",
Wayland,03150000,"          $54,734,625.76","           2,699.1","              $20,278.84","          $56,928,400.84","           2,761.7","              $20,613.54",
Webster,03160000,"          $29,217,821.00","           1,665.0","              $17,548.24","          $33,316,045.00","           1,898.8","              $17,545.84",
Wellesley,03170000,"         $101,024,224.93","           4,423.9","              $22,836.01","         $108,516,881.97","           4,487.3","              $24,183.11",
Wellfleet,03180000,"           $3,571,006.00",             100.3,"              $35,603.25","           $3,937,863.00",             120.1,"              $32,788.20",
West Boylston,03220000,"          $15,776,729.68",             891.9,"              $17,688.90","          $17,852,015.38",             976.5,"              $18,281.63",
West Bridgewater,03230000,"          $19,039,984.43","           1,374.9","              $13,848.27","          $20,659,696.23","           1,415.5","              $14,595.33",
West Springfield,03320000,"          $59,235,778.00","           3,895.3","              $15,206.99","          $65,464,025.48","           4,070.8","              $16,081.37",
Westborough,03210000,"          $67,882,470.97","           3,845.1","              $17,654.28","          $71,424,920.64","           3,903.7","              $18,296.72",
Westfield,03250000,"          $78,318,333.83","           4,865.3","              $16,097.33","          $86,515,755.83","           5,199.8","              $16,638.29",
Westford,03260000,"          $72,863,239.00","           4,742.1","              $15,365.18","          $78,853,299.00","           4,850.6","              $16,256.40",
Westhampton,03270000,"           $2,355,581.13",             110.0,"              $21,414.37","           $2,798,046.88",             133.4,"              $20,974.86",
Weston,03300000,"          $55,758,521.08","           1,901.7","              $29,320.36","          $58,698,400.29","           1,937.5","              $30,295.95",
Westport,03310000,"          $23,753,737.00","           1,392.1","              $17,063.24","          $26,401,212.00","           1,548.4","              $17,050.64",
Westwood,03350000,"          $59,641,187.00","           2,956.2","              $20,174.95","          $61,085,175.00","           2,979.8","              $20,499.76",
Weymouth,03360000,"          $95,019,222.78","           5,507.6","              $17,252.38","         $108,507,288.78","           5,929.1","              $18,300.80",
Whately,03370000,"           $2,589,109.66",             117.0,"              $22,129.14","           $2,683,248.66",             124.0,"              $21,639.10",
Whitman-Hanson,07800000,"          $53,092,533.46","           3,571.3","              $14,866.44","          $58,500,878.46","           3,708.6","              $15,774.38",
Whittier Regional Vocational Technical,08850000,"          $26,757,887.00","           1,237.0","              $21,631.27","          $26,814,287.00","           1,239.0","              $21,641.88",
Williamsburg,03400000,"           $2,737,086.67",             117.3,"              $23,334.07","           $3,783,487.10",             178.3,"              $21,219.78",
Wilmington,03420000,"          $57,575,913.18","           2,845.5","              $20,234.02","          $64,841,494.27","           2,934.7","              $22,094.76",
Winchendon,03430000,"          $18,693,403.60","           1,149.4","              $16,263.62","          $21,505,524.85","           1,338.5","              $16,066.88",
Winchester,03440000,"          $71,335,272.18","           4,462.0","              $15,987.29","          $76,195,178.72","           4,530.6","              $16,817.90",
Winthrop,03460000,"          $28,723,762.00","           1,833.2","              $15,668.65","          $30,863,993.00","           1,887.2","              $16,354.38",
Woburn,03470000,"          $84,413,408.18","           4,300.8","              $19,627.37","          $92,125,625.08","           4,494.4","              $20,497.87",
Worcester,03480000,"         $411,191,518.17","          24,019.1","              $17,119.36","         $466,801,954.33","          26,958.0","              $17,315.90",
Worthington,03490000,"           $1,042,766.02",              61.7,"              $16,900.58","           $1,730,322.56",             118.7,"              $14,577.28",
Wrentham,03500000,"          $17,121,724.81",             857.7,"              $19,962.37","          $18,253,166.12",             907.8,"              $20,107.03",
State Totals,00000000,"      $16,889,975,547.74","         911,633.7","              $18,527.15","      $18,930,162,430.32","         992,857.2","              $19,066.35",
