2020Per Pupil Expenditure,,,,,,,,
District Name,District Code,In-District Expenditures,Total In-district FTEs,In-District Expenditures per Pupil,Total Expenditures,Total Pupil FTEs,Total Expenditures per Pupil,
Maynard,01740000,"          $23,330,336.05","           1,263.0","              $18,472.16","          $28,470,329.36","           1,433.4","              $19,862.10",
Medfield,01750000,"          $41,844,419.13","           2,603.7","              $16,071.14","          $44,347,560.74","           2,628.8","              $16,869.89",
Medford,01760000,"          $85,807,565.00","           4,206.4","              $20,399.29","          $97,019,284.00","           4,719.2","              $20,558.42",
Medway,01770000,"          $33,379,685.46","           2,178.8","              $15,320.22","          $36,976,927.58","           2,274.9","              $16,254.31",
Melrose,01780000,"          $47,362,889.53","           3,994.4","              $11,857.32","          $54,463,574.56","           4,300.3","              $12,665.06",
Mendon-Upton,07100000,"          $35,085,292.00","           2,249.8","              $15,594.85","          $39,475,297.09","           2,367.3","              $16,675.24",
Methuen,01810000,"          $89,877,081.16","           6,895.5","              $13,034.16","         $106,761,138.16","           7,243.9","              $14,738.07",
Middleborough,01820000,"          $44,301,212.81","           3,032.1","              $14,610.74","          $48,975,261.14","           3,198.4","              $15,312.43",
Middleton,01840000,"          $13,001,015.00",             719.1,"              $18,079.56","          $13,843,967.00",             732.2,"              $18,907.36",
Milford,01850000,"          $64,874,670.11","           4,382.7","              $14,802.44","          $72,657,471.05","           4,733.7","              $15,348.98",
Millbury,01860000,"          $27,209,831.00","           1,692.0","              $16,081.46","          $30,348,559.00","           1,784.0","              $17,011.52",
Millis,01870000,"          $20,149,150.66","           1,190.8","              $16,920.68","          $21,877,312.77","           1,252.6","              $17,465.52",
Milton,01890000,"          $64,237,230.05","           4,439.1","              $14,470.78","          $69,859,324.05","           4,504.6","              $15,508.44",
Minuteman Regional Vocational Technical,08300000,"          $20,689,056.19",             606.4,"              $34,117.84","          $20,735,951.19",             609.4,"              $34,026.83",
Mohawk Trail,07170000,"          $19,241,698.00",             842.4,"              $22,841.52","          $21,822,886.00","           1,029.3","              $21,201.68",
Monomoy Regional School District,07120000,"          $36,293,821.89","           1,881.9","              $19,285.73","          $40,066,656.55","           2,125.3","              $18,852.24",
Monson,01910000,"          $15,751,809.00",             921.7,"              $17,089.95","          $18,190,219.00","           1,028.3","              $17,689.60",
Montachusett Regional Vocational Technical,08320000,"          $30,091,614.84","           1,442.1","              $20,866.52","          $30,359,806.84","           1,489.2","              $20,386.66",
Mount Greylock,07150000,"          $20,498,529.90","           1,158.6","              $17,692.50","          $21,471,821.93","           1,219.9","              $17,601.30",
Mystic Valley Regional Charter (District),04700000,"          $21,547,970.00","           1,588.3","              $13,566.35","          $21,547,970.00","           1,588.3","              $13,566.35",
Nahant,01960000,"           $2,526,175.00",             156.6,"              $16,131.39","           $4,676,690.00",             286.8,"              $16,306.45",
Nantucket,01970000,"          $39,351,615.00","           1,673.2","              $23,518.78","          $40,149,714.00","           1,682.5","              $23,863.13",
Narragansett,07200000,"          $19,685,018.00","           1,462.5","              $13,459.84","          $22,236,369.00","           1,614.3","              $13,774.62",
Nashoba,07250000,"          $55,966,970.79","           3,182.6","              $17,585.30","          $59,652,269.39","           3,322.4","              $17,954.57",
Nashoba Valley Regional Vocational Technical,08520000,"          $14,677,778.42",             718.7,"              $20,422.68","          $14,693,528.42",             721.6,"              $20,362.43",
Natick,01980000,"          $85,248,386.86","           5,510.2","              $15,471.02","          $94,514,242.90","           5,644.4","              $16,744.78",
Nauset,06600000,"          $30,556,050.00","           1,481.1","              $20,630.65","          $34,482,232.00","           1,604.4","              $21,492.29",
Needham,01990000,"         $104,056,199.89","           5,728.4","              $18,164.97","         $111,833,201.23","           5,826.8","              $19,192.90",
Neighborhood House Charter (District),04440000,"          $15,665,275.00",             709.1,"              $22,092.71","          $15,665,275.00",             709.1,"              $22,092.71",
New Bedford,02010000,"         $201,640,234.15","          12,945.7","              $15,575.85","         $231,122,377.15","          14,568.1","              $15,864.96",
New Heights Charter School of Brockton (District),35130000,"          $10,138,551.00",             623.3,"              $16,264.88","          $10,138,551.00",             623.3,"              $16,264.88",
New Salem-Wendell,07280000,"           $3,068,389.00",             145.3,"              $21,117.61","           $3,097,202.00",             154.3,"              $20,072.60",
Newburyport,02040000,"          $39,015,003.39","           2,265.7","              $17,219.85","          $44,640,645.39","           2,477.9","              $18,015.52",
Newton,02070000,"         $254,381,218.00","          12,806.3","              $19,863.76","         $269,597,506.00","          12,970.4","              $20,785.60",
Norfolk,02080000,"          $15,581,185.00",             990.7,"              $15,727.45","          $16,139,749.00","           1,011.7","              $15,953.10",
Norfolk County Agricultural,09150000,"          $12,969,506.87",             549.3,"              $23,610.97","          $12,969,506.87",             549.3,"              $23,610.97",
North Adams,02090000,"          $25,545,810.48","           1,339.0","              $19,078.28","          $28,939,033.71","           1,563.4","              $18,510.32",
North Andover,02110000,"          $65,640,604.37","           4,674.0","              $14,043.78","          $71,668,072.51","           4,779.2","              $14,995.83",
North Attleborough,02120000,"          $55,501,271.71","           4,189.4","              $13,248.02","          $60,907,031.38","           4,399.1","              $13,845.34",
North Brookfield,02150000,"           $8,437,088.71",             551.1,"              $15,309.54","          $10,012,487.82",             688.8,"              $14,536.13",
North Middlesex,07350000,"          $45,869,685.58","           3,078.4","              $14,900.50","          $53,126,771.07","           3,286.9","              $16,163.18",
North Reading,02170000,"          $39,301,051.34","           2,407.7","              $16,323.07","          $42,552,332.31","           2,448.5","              $17,378.94",
Northampton,02100000,"          $42,502,377.00","           2,741.8","              $15,501.63","          $48,114,609.44","           3,020.4","              $15,929.88",
Northampton-Smith Vocational Agricultural,04060000,"          $11,175,203.88",             497.1,"              $22,480.80","          $11,193,851.88",             497.1,"              $22,518.31",
Northboro-Southboro,07300000,"          $24,910,046.96","           1,391.5","              $17,901.58","          $26,406,478.19","           1,418.1","              $18,621.03",
Northborough,02130000,"          $29,019,391.88","           1,603.4","              $18,098.66","          $32,164,876.51","           1,671.6","              $19,241.97",
Northbridge,02140000,"          $29,762,521.70","           2,005.1","              $14,843.41","          $34,326,867.85","           2,234.1","              $15,364.96",
Northeast Metropolitan Regional Vocational Technical,08530000,"          $29,188,167.33","           1,263.8","              $23,095.56","          $29,244,049.33","           1,263.8","              $23,139.78",
Northern Berkshire Regional Vocational Technical,08510000,"          $10,531,191.18",             487.8,"              $21,589.16","          $10,575,913.18",             491.8,"              $21,504.50",
Norton,02180000,"          $36,382,844.35","           2,439.0","              $14,917.12","          $41,612,567.31","           2,597.8","              $16,018.39",
Norwell,02190000,"          $34,765,976.03","           2,211.3","              $15,721.96","          $37,977,083.83","           2,256.4","              $16,830.83",
Norwood,02200000,"          $58,876,219.67","           3,527.1","              $16,692.53","          $66,487,986.55","           3,668.6","              $18,123.53",
Oak Bluffs,02210000,"          $10,649,453.11",             427.8,"              $24,893.53","          $11,779,421.11",             490.4,"              $24,020.03",
Old Colony Regional Vocational Technical,08550000,"          $12,331,543.34",             553.3,"              $22,287.26","          $12,357,617.34",             555.7,"              $22,237.93",
Old Rochester,07400000,"          $20,242,670.14","           1,175.3","              $17,223.41","          $20,381,586.14","           1,191.2","              $17,110.13",
Old Sturbridge Academy Charter Public School (District),35150000,"           $3,384,896.81",             239.8,"              $14,118.44","           $3,384,896.81",             239.8,"              $14,118.44",
Orange,02230000,"           $8,309,835.00",             549.6,"              $15,119.79","           $9,432,320.50",             638.7,"              $14,768.00",
Orleans,02240000,"           $5,399,364.56",             194.5,"              $27,760.23","           $5,746,653.56",             212.2,"              $27,081.31",
Oxford,02260000,"          $22,476,349.40","           1,578.0","              $14,243.57","          $25,581,372.62","           1,730.3","              $14,784.36",
Palmer,02270000,"          $20,805,544.96","           1,282.7","              $16,220.12","          $23,715,956.38","           1,435.4","              $16,522.19",
Pathfinder Regional Vocational Technical,08600000,"          $15,086,226.95",             621.8,"              $24,262.19","          $15,238,965.95",             634.8,"              $24,005.93",
Paulo Freire Social Justice Charter School (District),35010000,"           $5,063,534.52",             279.6,"              $18,108.63","           $5,063,534.52",             279.6,"              $18,108.63",
Peabody,02290000,"          $87,269,323.28","           6,000.3","              $14,544.16","          $97,155,413.72","           6,222.2","              $15,614.32",
Pelham,02300000,"           $2,353,479.00",             124.6,"              $18,888.27","           $2,373,551.00",             128.6,"              $18,456.85",
Pembroke,02310000,"          $39,706,775.78","           2,717.8","              $14,609.90","          $45,498,191.32","           2,903.2","              $15,671.74",
Pentucket,07450000,"          $36,204,111.00","           2,402.3","              $15,070.60","          $40,937,199.00","           2,510.7","              $16,305.09",
Petersham,02340000,"           $1,699,497.00",             132.3,"              $12,845.78","           $1,863,805.00",             142.3,"              $13,097.72",
Phoenix Academy Public Charter High School Lawrence (District),35180000,"           $2,675,877.20",             150.0,"              $17,837.99","           $2,675,877.20",             150.0,"              $17,837.99",
Phoenix Academy Public Charter High School Springfield (District),35080000,"           $3,005,853.00",             183.3,"              $16,400.33","           $3,005,853.00",             183.3,"              $16,400.33",
Phoenix Charter Academy (District),04930000,"           $4,849,663.00",             199.3,"              $24,338.37","           $4,849,663.00",             199.3,"              $24,338.37",
Pioneer Charter School of Science (District),04940000,"          $11,421,434.67",             790.1,"              $14,455.50","          $11,421,434.67",             790.1,"              $14,455.50",
Pioneer Charter School of Science II (PCSS-II) (District),35060000,"           $5,377,469.24",             357.5,"              $15,043.98","           $5,377,469.24",             357.5,"              $15,043.98",
Pioneer Valley,07500000,"          $13,762,906.38",             674.4,"              $20,407.63","          $15,282,748.06",             768.5,"              $19,886.46",
Pioneer Valley Chinese Immersion Charter (District),04970000,"           $9,997,607.31",             535.6,"              $18,667.23","           $9,997,607.31",             535.6,"              $18,667.23",
Pioneer Valley Performing Arts Charter Public (District),04790000,"           $7,189,709.38",             396.9,"              $18,113.29","           $7,189,709.38",             396.9,"              $18,113.29",
Pittsfield,02360000,"          $93,671,757.00","           5,265.3","              $17,790.39","         $104,711,228.00","           6,104.8","              $17,152.28",
Plainville,02380000,"          $12,137,803.37",             711.2,"              $17,066.65","          $13,506,649.37",             764.1,"              $17,676.55",
Plymouth,02390000,"         $130,641,605.69","           7,398.4","              $17,658.09","         $148,491,960.69","           8,080.9","              $18,375.67",
Plympton,02400000,"           $3,460,514.96",             217.4,"              $15,917.73","           $4,164,910.54",             229.5,"              $18,147.76",
Prospect Hill Academy Charter (District),04870000,"          $23,367,134.00","           1,098.4","              $21,273.02","          $23,367,134.00","           1,098.4","              $21,273.02",
Provincetown,02420000,"           $6,028,468.23",             132.6,"              $45,463.56","           $6,960,403.66",             171.7,"              $40,538.17",
Quabbin,07530000,"          $34,119,366.52","           2,153.5","              $15,843.68","          $38,532,219.70","           2,310.2","              $16,679.17",
Quaboag Regional,07780000,"          $18,727,195.97","           1,227.8","              $15,252.64","          $20,664,142.40","           1,353.6","              $15,266.06",
Quincy,02430000,"         $151,963,292.54","           9,624.9","              $15,788.56","         $171,310,179.55","           9,864.1","              $17,367.04",
Ralph C Mahar,07550000,"          $11,787,721.00",             630.6,"              $18,692.87","          $14,295,401.35",             732.6,"              $19,513.24",
Randolph,02440000,"          $53,055,233.91","           2,768.4","              $19,164.58","          $65,238,134.91","           3,391.5","              $19,235.78",
Reading,02460000,"          $58,933,896.57","           4,137.2","              $14,244.87","          $64,001,979.99","           4,196.9","              $15,249.82",
Revere,02480000,"         $106,206,169.47","           7,509.8","              $14,142.34","         $130,910,956.47","           8,172.5","              $16,018.47",
Richmond,02490000,"           $3,427,432.35",             170.6,"              $20,090.46","           $3,868,474.62",             210.9,"              $18,342.70",
Rising Tide Charter Public (District),04830000,"          $11,069,300.28",             647.3,"              $17,101.25","          $11,069,300.28",             647.3,"              $17,101.25",
River Valley Charter (District),04820000,"           $4,848,478.00",             306.9,"              $15,797.72","           $4,848,478.00",             306.9,"              $15,797.72",
Rochester,02500000,"           $7,202,838.00",             506.4,"              $14,223.61","           $7,716,539.00",             521.2,"              $14,805.33",
Rockland,02510000,"          $35,730,504.10","           2,282.6","              $15,653.42","          $40,376,643.10","           2,450.9","              $16,474.21",
Rockport,02520000,"          $16,555,303.00",             845.2,"              $19,587.44","          $19,138,687.00",             892.2,"              $21,451.12",
Rowe,02530000,"           $1,898,451.16",              73.0,"              $26,006.18","           $2,415,052.16",              99.0,"              $24,394.47",
Roxbury Preparatory Charter (District),04840000,"          $30,033,935.33","           1,536.8","              $19,542.66","          $30,033,935.33","           1,536.8","              $19,542.66",
Sabis International Charter (District),04410000,"          $21,874,016.11","           1,571.0","              $13,923.27","          $21,874,016.11","           1,571.0","              $13,923.27",
Salem,02580000,"          $75,693,926.93","           3,589.1","              $21,089.95","          $92,800,221.09","           4,594.1","              $20,199.87",
Salem Academy Charter (District),04850000,"           $8,732,560.97",             492.2,"              $17,743.70","           $8,732,560.97",             492.2,"              $17,743.70",
Sandwich,02610000,"          $45,579,455.00","           2,487.2","              $18,325.61","          $53,746,813.00","           2,824.2","              $19,030.81",
Saugus,02620000,"          $42,256,162.26","           2,627.1","              $16,084.72","          $49,157,200.41","           2,948.5","              $16,671.94",
Savoy,02630000,"           $1,086,162.88",              57.8,"              $18,791.75","           $1,370,674.84",              81.1,"              $16,901.05",
Scituate,02640000,"          $46,371,995.48","           2,976.9","              $15,577.28","          $50,247,283.48","           3,047.4","              $16,488.58",
Seekonk,02650000,"          $33,617,367.35","           2,085.0","              $16,123.44","          $36,141,024.13","           2,123.0","              $17,023.56",
Seven Hills Charter Public (District),04860000,"          $10,524,601.00",             667.1,"              $15,775.94","          $10,524,601.00",             667.1,"              $15,775.94",
Sharon,02660000,"          $60,954,227.24","           3,666.3","              $16,625.54","          $65,866,489.25","           3,719.6","              $17,707.95",
Shawsheen Valley Regional Vocational Technical,08710000,"          $30,403,166.82","           1,262.4","              $24,083.62","          $30,464,244.82","           1,272.4","              $23,942.35",
Sherborn,02690000,"           $7,839,694.00",             414.1,"              $18,931.89","           $9,085,872.00",             418.1,"              $21,731.34",
Shrewsbury,02710000,"          $84,860,364.29","           6,268.8","              $13,536.94","          $93,479,931.29","           6,501.8","              $14,377.55",
Shutesbury,02720000,"           $2,894,412.67",             124.8,"              $23,192.41","           $3,022,915.67",             139.8,"              $21,623.14",
Silver Lake,07600000,"          $30,597,676.20","           1,744.3","              $17,541.52","          $31,631,920.20","           1,820.7","              $17,373.49",
Sizer School: A North Central Charter Essential (District),04740000,"           $6,406,786.21",             358.9,"              $17,853.66","           $6,406,786.21",             358.9,"              $17,853.66",
Somerset,02730000,"          $26,153,129.10","           1,756.2","              $14,891.89","          $29,136,541.10","           1,811.8","              $16,081.54",
Somerset Berkley Regional School District,07630000,"          $15,338,915.28","           1,024.8","              $14,967.72","          $17,251,229.28","           1,082.9","              $15,930.58",
Somerville,02740000,"          $99,557,538.03","           4,988.1","              $19,959.01","         $114,885,290.25","           5,478.1","              $20,971.74",
South Hadley,02780000,"          $27,583,965.70","           1,904.3","              $14,485.09","          $32,531,049.10","           2,157.2","              $15,080.22",
South Middlesex Regional Vocational Technical,08290000,"          $20,219,304.85",             792.9,"              $25,500.45","          $20,224,304.85",             793.9,"              $25,474.63",
South Shore Charter Public (District),04880000,"          $16,898,907.51","           1,002.7","              $16,854.08","          $16,898,907.51","           1,002.7","              $16,854.08",
South Shore Regional Vocational Technical,08730000,"          $13,588,068.61",             635.3,"              $21,388.43","          $13,588,068.61",             635.3,"              $21,388.43",
Southampton,02750000,"           $6,165,577.82",             492.0,"              $12,531.66","           $7,387,668.12",             560.5,"              $13,180.50",
Southborough,02760000,"          $24,806,419.22","           1,280.0","              $19,380.02","          $26,812,214.85","           1,296.4","              $20,682.05",
Southbridge,02770000,"          $34,807,532.38","           1,892.6","              $18,391.38","          $40,838,915.82","           2,265.3","              $18,028.04",
Southeastern Regional Vocational Technical,08720000,"          $32,503,044.00","           1,504.5","              $21,603.88","          $32,524,911.00","           1,506.5","              $21,589.72",
Southern Berkshire,07650000,"          $16,876,438.10",             669.3,"              $25,215.06","          $18,022,413.98",             794.1,"              $22,695.40",
Southern Worcester County Regional Vocational Technical,08760000,"          $21,771,007.39","           1,136.6","              $19,154.50","          $21,956,488.39","           1,169.6","              $18,772.65",
Southwick-Tolland-Granville Regional School District,07660000,"          $22,982,747.31","           1,497.1","              $15,351.51","          $25,448,926.85","           1,595.2","              $15,953.44",
Spencer-E Brookfield,07670000,"          $22,347,140.22","           1,395.6","              $16,012.57","          $27,842,532.58","           1,662.5","              $16,747.39",
Springfield,02810000,"         $427,810,982.98","          24,906.3","              $17,176.82","         $512,527,010.24","          30,269.5","              $16,932.13",
Springfield Preparatory Charter School (District),35100000,"           $5,380,429.80",             324.6,"              $16,578.12","           $5,380,429.80",             324.6,"              $16,578.12",
Stoneham,02840000,"          $40,728,150.22","           2,382.0","              $17,098.30","          $45,608,576.04","           2,552.9","              $17,865.40",
Stoughton,02850000,"          $55,740,296.14","           3,473.2","              $16,048.69","          $62,972,188.99","           3,684.5","              $17,091.11",
Sturbridge,02870000,"          $13,096,232.00",             901.6,"              $14,525.55","          $15,652,224.00",             934.4,"              $16,751.10",
Sturgis Charter Public (District),04890000,"          $13,398,752.00",             841.6,"              $15,920.38","          $13,398,752.00",             841.6,"              $15,920.38",
Sudbury,02880000,"          $45,992,962.00","           2,667.1","              $17,244.56","          $48,654,119.00","           2,733.3","              $17,800.50",
Sunderland,02890000,"           $3,787,552.88",             222.6,"              $17,015.06","           $3,878,300.38",             238.4,"              $16,268.04",
Sutton,02900000,"          $20,835,508.83","           1,364.6","              $15,268.58","          $22,336,057.89","           1,412.0","              $15,818.74",
Swampscott,02910000,"          $35,804,391.80","           2,218.4","              $16,139.74","          $40,073,070.22","           2,313.6","              $17,320.66",
Swansea,02920000,"          $28,833,580.97","           2,095.8","              $13,757.79","          $30,394,967.48","           2,163.4","              $14,049.63",
TEC Connections Academy Commonwealth Virtual School District,39020000,"          $23,183,466.91","           2,252.9","              $10,290.32","          $23,183,466.91","           2,252.9","              $10,290.32",
Tantasqua,07700000,"          $26,673,512.00","           1,787.2","              $14,924.75","          $27,098,831.00","           1,840.6","              $14,722.82",
Taunton,02930000,"         $111,527,944.70","           8,073.0","              $13,814.93","         $125,182,043.16","           8,463.2","              $14,791.34",
Tewksbury,02950000,"          $56,083,414.24","           3,356.1","              $16,710.89","          $65,360,674.93","           3,529.2","              $18,519.97",
Tisbury,02960000,"           $9,645,687.55",             299.5,"              $32,205.97","          $10,936,232.55",             385.3,"              $28,383.68",
Topsfield,02980000,"          $11,059,507.00",             650.9,"              $16,991.10","          $11,354,792.00",             657.9,"              $17,259.15",
Tri-County Regional Vocational Technical,08780000,"          $20,621,811.00",             991.8,"              $20,792.31","          $20,668,528.00",             993.8,"              $20,797.47",
Triton,07730000,"          $42,243,656.85","           2,350.3","              $17,973.73","          $47,673,321.00","           2,558.1","              $18,636.22",
Truro,03000000,"           $4,788,169.03",             114.0,"              $42,001.48","           $7,480,146.45",             241.5,"              $30,973.69",
Tyngsborough,03010000,"          $24,375,586.00","           1,640.7","              $14,856.82","          $28,130,735.00","           1,769.8","              $15,894.87",
UP Academy Charter School of Boston (District),04800000,"           $8,039,351.63",             408.1,"              $19,698.33","           $8,039,351.63",             408.1,"              $19,698.33",
UP Academy Charter School of Dorchester (District),35050000,"          $11,285,618.82",             697.8,"              $16,172.77","          $11,285,618.82",             697.8,"              $16,172.77",
Up-Island Regional,07740000,"          $11,741,650.34",             410.7,"              $28,589.36","          $12,951,737.34",             467.9,"              $27,680.57",
Upper Cape Cod Regional Vocational Technical,08790000,"          $18,082,217.00",             729.6,"              $24,783.74","          $18,121,426.00",             737.4,"              $24,574.76",
Uxbridge,03040000,"          $27,213,367.44","           1,720.5","              $15,817.13","          $31,910,416.02","           1,944.7","              $16,408.91",
Veritas Preparatory Charter School (District),04980000,"           $7,759,781.75",             370.3,"              $20,958.22","           $7,759,781.75",             370.3,"              $20,958.22",
Wachusett,07750000,"          $91,739,519.98","           7,050.1","              $13,012.51","         $100,717,414.06","           7,268.2","              $13,857.27",
Wakefield,03050000,"          $55,695,062.21","           3,496.3","              $15,929.71","          $61,148,483.21","           3,620.9","              $16,887.65",
Wales,03060000,"           $2,288,639.04",             142.0,"              $16,117.18","           $2,803,812.04",             161.9,"              $17,318.17",
Walpole,03070000,"          $58,667,624.81","           3,719.6","              $15,772.56","          $63,848,812.50","           3,835.0","              $16,648.97",
Waltham,03080000,"         $121,758,779.97","           5,774.6","              $21,085.23","         $128,636,738.59","           5,963.5","              $21,570.68",
Ware,03090000,"          $17,699,762.00","           1,140.9","              $15,513.86","          $20,131,509.47","           1,359.9","              $14,803.67",
Wareham,03100000,"          $40,536,405.51","           2,102.7","              $19,278.26","          $46,449,536.88","           2,477.8","              $18,746.28",
Watertown,03140000,"          $57,112,287.00","           2,675.6","              $21,345.60","          $64,800,685.00","           2,832.2","              $22,879.98",
Wayland,03150000,"          $51,715,820.19","           2,729.8","              $18,944.91","          $54,371,473.22","           2,788.7","              $19,497.07",
Webster,03160000,"          $28,650,703.00","           1,819.2","              $15,749.07","          $32,970,936.00","           2,040.0","              $16,162.22",
Wellesley,03170000,"          $97,906,482.89","           4,882.2","              $20,053.76","         $106,148,791.29","           4,933.4","              $21,516.36",
Wellfleet,03180000,"           $3,480,249.00",             104.5,"              $33,303.82","           $3,722,964.00",             129.1,"              $28,837.83",
West Boylston,03220000,"          $15,253,353.99",             910.3,"              $16,756.40","          $17,384,260.99",             992.5,"              $17,515.63",
West Bridgewater,03230000,"          $17,252,030.48","           1,371.7","              $12,577.12","          $18,885,491.62","           1,410.6","              $13,388.27",
West Springfield,03320000,"          $58,287,547.00","           4,104.8","              $14,199.85","          $64,979,460.00","           4,277.6","              $15,190.63",
Westborough,03210000,"          $64,534,225.69","           3,963.1","              $16,283.77","          $68,011,973.44","           4,015.9","              $16,935.67",
Westfield,03250000,"          $78,520,781.11","           5,262.1","              $14,921.95","          $87,041,424.11","           5,549.3","              $15,685.12",
Westford,03260000,"          $72,845,291.40","           4,939.2","              $14,748.40","          $79,198,752.40","           5,030.6","              $15,743.40",
Westhampton,03270000,"           $2,253,519.94",             121.0,"              $18,624.13","           $2,707,093.90",             147.0,"              $18,415.60",
Weston,03300000,"          $52,999,192.15","           2,042.4","              $25,949.47","          $56,057,798.98","           2,073.2","              $27,039.26",
Westport,03310000,"          $23,074,329.00","           1,438.1","              $16,045.01","          $25,244,752.00","           1,576.5","              $16,013.16",
Westwood,03350000,"          $58,512,757.04","           3,015.8","              $19,402.07","          $60,375,039.04","           3,040.2","              $19,858.90",
Weymouth,03360000,"          $92,304,911.69","           5,747.0","              $16,061.41","         $105,318,636.00","           6,162.7","              $17,089.69",
Whately,03370000,"           $2,530,521.58",             127.9,"              $19,785.16","           $2,674,799.58",             137.4,"              $19,467.25",
Whitman-Hanson,07800000,"          $50,210,916.52","           3,763.8","              $13,340.48","          $55,351,671.52","           3,898.4","              $14,198.56",
Whittier Regional Vocational Technical,08850000,"          $26,298,864.00","           1,250.1","              $21,037.41","          $26,391,818.00","           1,253.6","              $21,052.82",
Williamsburg,03400000,"           $2,731,111.84",             139.9,"              $19,521.89","           $3,739,562.22",             198.5,"              $18,839.10",
Wilmington,03420000,"          $54,689,315.00","           3,176.4","              $17,217.39","          $61,784,533.00","           3,246.4","              $19,031.71",
Winchendon,03430000,"          $17,656,496.52","           1,219.5","              $14,478.47","          $20,489,510.46","           1,424.6","              $14,382.64",
Winchester,03440000,"          $68,218,594.29","           4,685.4","              $14,559.82","          $72,449,287.14","           4,744.3","              $15,270.81",
Winthrop,03460000,"          $27,267,146.72","           1,966.9","              $13,863.01","          $29,276,469.96","           2,017.7","              $14,509.82",
Woburn,03470000,"          $80,793,883.15","           4,491.9","              $17,986.57","          $88,251,249.60","           4,672.5","              $18,887.37",
Worcester,03480000,"         $398,787,375.74","          25,190.7","              $15,830.74","         $453,689,004.83","          28,236.8","              $16,067.30",
Worthington,03490000,"           $1,415,125.81",              89.0,"              $15,900.29","           $2,059,119.08",             150.9,"              $13,645.59",
Wrentham,03500000,"          $16,553,295.00",             945.1,"              $17,514.86","          $17,675,022.00",             991.9,"              $17,819.36",
State Totals,00000000,"      $16,157,760,595.37","         951,660.7","              $16,978.49","      $18,140,038,821.54","       1,032,279.4","              $17,572.80",
